[?1034hBID = 1.35805 , ASK = 0 , AVG = 1.35805
BID = 1.3584 , ASK = 1.35865 , AVG = 1.35841435157
BID = 1.3584 , ASK = 1.35865 , AVG = 1.35841053062
BID = 1.3584 , ASK = 1.35865 , AVG = 1.35841648691
BID = 1.3584 , ASK = 1.35865 , AVG = 1.35842032361
BID = 1.3584 , ASK = 1.3587 , AVG = 1.35842136896
BID = 1.3584 , ASK = 1.3587 , AVG = 1.35842386352
BID = 1.3584 , ASK = 1.3587 , AVG = 1.35841902857
BID = 1.3584 , ASK = 1.3587 , AVG = 1.35842093135
BID = 1.3584 , ASK = 1.3587 , AVG = 1.35841191162
BID = 1.3584 , ASK = 1.3587 , AVG = 1.35840849406
BID = 1.3584 , ASK = 1.3587 , AVG = 1.35841434072
BID = 1.3584 , ASK = 1.3587 , AVG = 1.35840508131
BID = 1.3584 , ASK = 1.35865 , AVG = 1.35840394373
BID = 1.3584 , ASK = 1.35865 , AVG = 1.35840413174
BID = 1.3584 , ASK = 1.35865 , AVG = 1.35840166856
BID = 1.3584 , ASK = 1.35865 , AVG = 1.35840287148
BID = 1.3584 , ASK = 1.35865 , AVG = 1.35840053098
BID = 1.3584 , ASK = 1.35865 , AVG = 1.3584010874
BID = 1.3584 , ASK = 1.35865 , AVG = 1.35839996219
BID = 1.3584 , ASK = 1.35865 , AVG = 1.35841043866
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839645946
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35838835758
BID = 1.35835 , ASK = 1.35865 , AVG = 1.3584063676
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839955266
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839971854
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839889314
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839945853
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839832155
BID = 1.35835 , ASK = 1.35865 , AVG = 1.3583994522
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839717838
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35840386087
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839489203
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839704317
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839260568
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839730176
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839031933
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35838917616
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837944324
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35838830093
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837840455
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35838403188
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839301763
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839524624
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35839184771
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35840854096
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35838658306
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35838934488
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35838506365
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837600665
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837104506
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35834928016
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836059682
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836778574
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35837168439
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35837265378
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836954479
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35837489813
BID = 1.35835 , ASK = 1.3586 , AVG = 1.3583674052
BID = 1.35835 , ASK = 1.3586 , AVG = 1.3583681833
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836974221
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836205622
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836361328
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835777704
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835812471
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835563745
BID = 1.35835 , ASK = 1.3586 , AVG = 1.3583556635
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835609746
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834325065
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834197415
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833936154
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835476513
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834722607
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834644868
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834744558
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583453981
BID = 1.3583 , ASK = 1.35855 , AVG = 1.35833422961
BID = 1.3583 , ASK = 1.35855 , AVG = 1.35833778745
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834434752
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834637246
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834329695
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834857967
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834224637
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834409957
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834014521
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834457548
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833804406
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583446827
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833489233
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833203628
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833699348
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833861626
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833489233
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833726114
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833384175
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583340427
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833384175
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833471379
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833507956
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833419245
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833445108
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833381708
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833453731
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833277439
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833560221
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833257714
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583398618
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834111591
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833773201
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835233158
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833293997
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832131322
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833773201
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833733443
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833826445
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583379733
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833864782
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583403673
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833759064
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583359182
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833991877
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833165295
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834341097
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583424233
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834457504
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583420621
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834573911
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583424233
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834592145
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833787297
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583359182
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833901056
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833814275
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834014814
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833759064
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834128572
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834341097
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834014814
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833840078
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583424233
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835762571
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836128416
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35837172619
BID = 1.35835 , ASK = 1.3586 , AVG = 1.3583467231
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835517205
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835171957
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835651926
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35835774017
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35835300317
BID = 1.35835 , ASK = 1.35865 , AVG = 1.358360182
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35835874749
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836140292
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836262383
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35835557038
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35835918538
BID = 1.35835 , ASK = 1.3586 , AVG = 1.3583579339
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836098684
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835543095
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836232293
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835896109
BID = 1.35835 , ASK = 1.35865 , AVG = 1.358360182
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35835737977
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836262383
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35835557038
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35835918538
BID = 1.35835 , ASK = 1.3586 , AVG = 1.3583579339
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835676712
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835855964
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836164555
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835605669
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836291883
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835957154
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836079246
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836000132
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836123199
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835400427
BID = 1.35835 , ASK = 1.3586 , AVG = 1.3583638781
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35838531323
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836123199
BID = 1.35835 , ASK = 1.35865 , AVG = 1.3583624529
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836172698
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35835883835
BID = 1.35835 , ASK = 1.35865 , AVG = 1.3583641817
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837102963
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836453858
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836786377
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836663641
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836585788
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836909113
BID = 1.35835 , ASK = 1.35865 , AVG = 1.3583697784
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836652933
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837222023
BID = 1.35835 , ASK = 1.35865 , AVG = 1.3583682267
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837466206
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836777049
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35837407421
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35837099931
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837222023
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837884146
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837277639
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837588297
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837466206
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836777049
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35837407421
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35837099931
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837222023
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837592831
BID = 1.35835 , ASK = 1.35865 , AVG = 1.3583697784
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837074602
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836916794
BID = 1.35835 , ASK = 1.35865 , AVG = 1.3583701521
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836672611
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836745176
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836628658
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35837304925
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836534271
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35832471692
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836558619
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836434985
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836521009
BID = 1.35835 , ASK = 1.35865 , AVG = 1.3583631135
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836264912
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35835968186
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836513502
BID = 1.35835 , ASK = 1.35865 , AVG = 1.358358079
BID = 1.35835 , ASK = 1.35865 , AVG = 1.35836169695
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836042231
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836091061
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834498963
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835086455
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833606595
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835745256
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834842709
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835856082
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835440923
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833933985
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35836125592
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835214761
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835093052
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835338779
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35836031704
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835693627
BID = 1.3583 , ASK = 1.35865 , AVG = 1.35835814642
BID = 1.3583 , ASK = 1.35865 , AVG = 1.35835702123
BID = 1.3583 , ASK = 1.35865 , AVG = 1.3583587515
BID = 1.3583 , ASK = 1.35865 , AVG = 1.35835794945
BID = 1.3583 , ASK = 1.35865 , AVG = 1.35835918716
BID = 1.3583 , ASK = 1.35865 , AVG = 1.3583576183
BID = 1.3583 , ASK = 1.35865 , AVG = 1.35836041627
BID = 1.3583 , ASK = 1.35865 , AVG = 1.35835629197
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834937173
BID = 1.3583 , ASK = 1.3586 , AVG = 1.358355141
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834602481
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834935657
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35836708757
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834359206
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835168812
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835601504
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834938619
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835053104
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834881071
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834964237
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834839636
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834953666
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583472454
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834952548
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834494348
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834835858
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834475993
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583530709
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835875503
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835189282
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834954733
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583530709
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35837153943
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35837766034
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35837517889
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836159056
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835763233
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836049107
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835526938
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835185656
BID = 1.35835 , ASK = 1.3586 , AVG = 1.3583588138
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835514774
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835896131
BID = 1.35835 , ASK = 1.35855 , AVG = 1.35835314501
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836013939
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836277092
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835660515
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835405777
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835896131
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834413407
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833892605
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833609054
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835196729
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834406572
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834642373
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35835258386
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834326197
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583441935
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834220805
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834454582
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583423689
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833904629
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583407648
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833693844
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833927241
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833588452
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833881043
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833569315
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834311688
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834853157
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834204027
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834249781
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834150196
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834351557
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834042535
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583408836
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35834003777
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583550626
BID = 1.3583 , ASK = 1.3586 , AVG = 1.358335193
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833481815
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833573131
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833522923
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833561567
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833468672
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583343144
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833522923
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833682759
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833088913
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832824703
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833197416
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833250147
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833735258
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833034824
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833287031
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832927163
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833211639
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832819501
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832551456
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832927163
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833620916
BID = 1.35835 , ASK = 1.3586 , AVG = 1.3583483308
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833512266
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835842455
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833018096
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832529902
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35831710051
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832475166
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35830797047
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832927163
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583280631
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35831103908
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833270481
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832443895
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833174399
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35834188766
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835212795
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832532687
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832552061
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833066273
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35834995069
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833150239
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833184811
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833095962
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833348916
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832987408
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833136422
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832878854
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832955326
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832824577
BID = 1.35835 , ASK = 1.3586 , AVG = 1.3583274583
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832878854
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832397065
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35830953196
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832286443
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832609854
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35834810158
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832987408
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832655015
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35830953196
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832286443
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832238868
BID = 1.35835 , ASK = 1.3586 , AVG = 1.3583239269
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832118975
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832498938
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832336083
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35832605185
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835055342
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833638732
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832933638
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832287918
BID = 1.3583 , ASK = 1.3586 , AVG = 1.358333454
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35831643995
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833546794
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35834659868
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835478572
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833849838
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35836057805
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833638732
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832933638
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832287918
BID = 1.3583 , ASK = 1.3586 , AVG = 1.358333454
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35831643995
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833546794
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833518664
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833230308
BID = 1.3583 , ASK = 1.3586 , AVG = 1.3583362764
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35834772268
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835587844
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35834250453
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835651694
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833720017
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35834025858
BID = 1.35835 , ASK = 1.3586 , AVG = 1.3583361099
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833638732
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832933638
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35832287918
BID = 1.3583 , ASK = 1.3586 , AVG = 1.358333454
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35831643995
BID = 1.3583 , ASK = 1.3586 , AVG = 1.35833546794
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35834659868
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35835478572
BID = 1.35835 , ASK = 1.3586 , AVG = 1.35833849838
