Server Version:69
TWS Time at connection:20131031 16:49:31 EST
1383252582104: Buy Book | Sell Book
1.35815 10860000 | 1.35830 11860000
1.35810 8000000 | 1.35835 2000000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1.35795 1000000 | 0.00000 0
1383252766075: Buy Book | Sell Book
1.35815 10860000 | 1.35830 11860000
1.35810 8000000 | 1.35835 3000000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1.35795 1000000 | 0.00000 0
1383252766188: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11860000
1.35810 8000000 | 1.35835 3000000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1.35795 1000000 | 0.00000 0
1383252766191: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11860000
1.35815 9860000 | 1.35835 3000000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1.35795 1000000 | 0.00000 0
1383252766192: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11860000
1.35815 9860000 | 1.35835 3000000
1.35810 8000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1.35795 1000000 | 0.00000 0
1383252766193: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11860000
1.35815 9860000 | 1.35835 3000000
1.35810 8000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35795 1000000 | 0.00000 0
1383252766193: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11860000
1.35815 9860000 | 1.35835 3000000
1.35810 8000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 0.00000 0
1383252769850: Buy Book | Sell Book
1.35815 10860000 | 1.35830 11860000
1.35815 9860000 | 1.35835 3000000
1.35810 8000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 0.00000 0
1383252769851: Buy Book | Sell Book
1.35815 10860000 | 1.35830 11860000
1.35810 8000000 | 1.35835 3000000
1.35810 8000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 0.00000 0
1383252769851: Buy Book | Sell Book
1.35815 10860000 | 1.35830 11860000
1.35810 8000000 | 1.35835 3000000
1.35805 5000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 0.00000 0
1383252769852: Buy Book | Sell Book
1.35815 10860000 | 1.35830 11860000
1.35810 8000000 | 1.35835 3000000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1.35800 4621900 | 0.00000 0
1383252769853: Buy Book | Sell Book
1.35815 10860000 | 1.35830 11860000
1.35810 8000000 | 1.35835 3000000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1.35795 1000000 | 0.00000 0
1383252770048: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11860000
1.35810 8000000 | 1.35835 3000000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1.35795 1000000 | 0.00000 0
1383252770049: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11860000
1.35815 9860000 | 1.35835 3000000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1.35795 1000000 | 0.00000 0
1383252770050: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11860000
1.35815 9860000 | 1.35835 3000000
1.35810 8000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1.35795 1000000 | 0.00000 0
1383252770051: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11860000
1.35815 9860000 | 1.35835 3000000
1.35810 8000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35795 1000000 | 0.00000 0
1383252770051: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11860000
1.35815 9860000 | 1.35835 3000000
1.35810 8000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 0.00000 0
1383252771355: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11860000
1.35815 11860000 | 1.35835 3000000
1.35810 8000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 0.00000 0
1383252771356: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11860000
1.35815 11860000 | 1.35835 3000000
1.35810 6000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 0.00000 0
1383252771589: Buy Book | Sell Book
1.35820 1000000 | 1.35830 11500000
1.35815 11860000 | 1.35835 3000000
1.35810 6000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 0.00000 0
1383252771590: Buy Book | Sell Book
1.35820 3500000 | 1.35830 11500000
1.35815 11860000 | 1.35835 3000000
1.35810 6000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 0.00000 0
1383252771591: Buy Book | Sell Book
1.35820 3500000 | 1.35830 11500000
1.35815 9360000 | 1.35835 3000000
1.35810 6000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 0.00000 0
1383252771591: Buy Book | Sell Book
1.35820 3500000 | 1.35830 11500000
1.35815 9360000 | 1.35835 3000000
1.35810 6000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 1.35855 1000000
1383252771592: Buy Book | Sell Book
1.35820 3500000 | 1.35830 11000000
1.35815 9360000 | 1.35835 3000000
1.35810 6000000 | 1.35845 1100000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 1.35855 1000000
1383252771593: Buy Book | Sell Book
1.35820 3500000 | 1.35830 11000000
1.35815 9360000 | 1.35835 3000000
1.35810 6000000 | 1.35840 500000
1.35805 5000000 | 1.35855 1000000
1.35800 4621900 | 1.35855 1000000
1383252771593: Buy Book | Sell Book
1.35820 3500000 | 1.35830 11000000
1.35815 9360000 | 1.35835 3000000
1.35810 6000000 | 1.35840 500000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252771594: Buy Book | Sell Book
1.35820 3860000 | 1.35830 11000000
1.35815 9360000 | 1.35835 3000000
1.35810 6000000 | 1.35840 500000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252771594: Buy Book | Sell Book
1.35820 3860000 | 1.35830 11000000
1.35815 9000000 | 1.35835 3000000
1.35810 6000000 | 1.35840 500000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252771643: Buy Book | Sell Book
1.35820 3860000 | 1.35830 10000000
1.35815 9000000 | 1.35835 3000000
1.35810 6000000 | 1.35840 500000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252771643: Buy Book | Sell Book
1.35820 3860000 | 1.35830 10000000
1.35815 9000000 | 1.35835 4000000
1.35810 6000000 | 1.35840 500000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252771644: Buy Book | Sell Book
1.35820 3860000 | 1.35830 10000000
1.35815 9000000 | 1.35835 4000000
1.35810 8000000 | 1.35840 500000
1.35805 5000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252771645: Buy Book | Sell Book
1.35820 3860000 | 1.35830 10000000
1.35815 9000000 | 1.35835 4000000
1.35810 8000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252771645: Buy Book | Sell Book
1.35820 3860000 | 1.35830 11000000
1.35815 9000000 | 1.35835 4000000
1.35810 8000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252771646: Buy Book | Sell Book
1.35820 3860000 | 1.35830 11000000
1.35815 9000000 | 1.35835 3000000
1.35810 8000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252771646: Buy Book | Sell Book
1.35820 3860000 | 1.35830 9000000
1.35815 9000000 | 1.35835 3000000
1.35810 8000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252771647: Buy Book | Sell Book
1.35820 3860000 | 1.35830 9000000
1.35815 9000000 | 1.35835 5000000
1.35810 8000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252772440: Buy Book | Sell Book
1.35820 1860000 | 1.35830 9000000
1.35815 9000000 | 1.35835 5000000
1.35810 8000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252772441: Buy Book | Sell Book
1.35820 1860000 | 1.35830 9000000
1.35815 11000000 | 1.35835 5000000
1.35810 8000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252772841: Buy Book | Sell Book
1.35820 1860000 | 1.35830 9000000
1.35815 12000000 | 1.35835 5000000
1.35810 8000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252772842: Buy Book | Sell Book
1.35820 1860000 | 1.35830 9000000
1.35815 12000000 | 1.35835 5000000
1.35810 7000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252773761: Buy Book | Sell Book
1.35820 1860000 | 1.35830 9000000
1.35815 11000000 | 1.35835 5000000
1.35810 7000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252773762: Buy Book | Sell Book
1.35820 1860000 | 1.35830 9000000
1.35815 11000000 | 1.35835 5000000
1.35810 8000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252774214: Buy Book | Sell Book
1.35820 1860000 | 1.35830 8000000
1.35815 11000000 | 1.35835 5000000
1.35810 8000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252774220: Buy Book | Sell Book
1.35820 1860000 | 1.35830 8000000
1.35815 11000000 | 1.35835 6000000
1.35810 8000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252774478: Buy Book | Sell Book
1.35820 1860000 | 1.35830 8000000
1.35815 12000000 | 1.35835 6000000
1.35810 8000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252774479: Buy Book | Sell Book
1.35820 1860000 | 1.35830 8000000
1.35815 12000000 | 1.35835 6000000
1.35810 7000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252774527: Buy Book | Sell Book
1.35820 1860000 | 1.35830 8000000
1.35815 14000000 | 1.35835 6000000
1.35810 7000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252774527: Buy Book | Sell Book
1.35820 1860000 | 1.35830 8000000
1.35815 14000000 | 1.35835 6000000
1.35810 5000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252774527: Buy Book | Sell Book
1.35820 9860000 | 1.35830 8000000
1.35815 14000000 | 1.35835 6000000
1.35810 5000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252774528: Buy Book | Sell Book
1.35820 9860000 | 1.35830 8000000
1.35815 10000000 | 1.35835 6000000
1.35810 5000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252774528: Buy Book | Sell Book
1.35820 9860000 | 1.35830 8000000
1.35815 10000000 | 1.35835 6000000
1.35810 2000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252774528: Buy Book | Sell Book
1.35820 9860000 | 1.35830 6000000
1.35815 10000000 | 1.35835 6000000
1.35810 2000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252774528: Buy Book | Sell Book
1.35820 9860000 | 1.35830 6000000
1.35815 10000000 | 1.35835 9000000
1.35810 2000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35855 1000000
1383252774528: Buy Book | Sell Book
1.35820 9860000 | 1.35830 6000000
1.35815 10000000 | 1.35835 9000000
1.35810 2000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774528: Buy Book | Sell Book
1.35820 13860000 | 1.35830 6000000
1.35815 10000000 | 1.35835 9000000
1.35810 2000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774528: Buy Book | Sell Book
1.35820 13860000 | 1.35830 6000000
1.35815 6000000 | 1.35835 9000000
1.35810 2000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774529: Buy Book | Sell Book
1.35820 13860000 | 1.35830 3000000
1.35815 6000000 | 1.35835 9000000
1.35810 2000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774529: Buy Book | Sell Book
1.35820 13860000 | 1.35830 3000000
1.35815 6000000 | 1.35835 12000000
1.35810 2000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774529: Buy Book | Sell Book
1.35820 13860000 | 1.35830 4000000
1.35815 6000000 | 1.35835 12000000
1.35810 2000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774529: Buy Book | Sell Book
1.35820 13860000 | 1.35830 4000000
1.35815 6000000 | 1.35835 11000000
1.35810 2000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774993: Buy Book | Sell Book
1.35820 13860000 | 1.35830 4000000
1.35815 6000000 | 1.35835 11000000
1.35810 3000000 | 1.35840 500000
1.35805 3000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774994: Buy Book | Sell Book
1.35820 13860000 | 1.35830 4000000
1.35815 6000000 | 1.35835 11000000
1.35810 3000000 | 1.35840 500000
1.35805 2000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774994: Buy Book | Sell Book
1.35820 13860000 | 1.35830 3000000
1.35815 6000000 | 1.35835 11000000
1.35810 3000000 | 1.35840 500000
1.35805 2000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774995: Buy Book | Sell Book
1.35820 13860000 | 1.35830 3000000
1.35815 6000000 | 1.35835 12000000
1.35810 3000000 | 1.35840 500000
1.35805 2000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774996: Buy Book | Sell Book
1.35820 13860000 | 1.35830 3000000
1.35815 6000000 | 1.35835 12000000
1.35810 4000000 | 1.35840 500000
1.35805 2000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774996: Buy Book | Sell Book
1.35820 13860000 | 1.35830 3000000
1.35815 6000000 | 1.35835 12000000
1.35810 4000000 | 1.35840 500000
1.35805 1000000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774997: Buy Book | Sell Book
1.35820 13860000 | 1.35830 3000000
1.35815 6000000 | 1.35835 12000000
1.35810 4000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 4621900 | 1.35860 1000000
1383252774997: Buy Book | Sell Book
1.35820 13860000 | 1.35830 3000000
1.35815 6000000 | 1.35835 12000000
1.35810 4000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252774998: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 6000000 | 1.35835 12000000
1.35810 4000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252774998: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 6000000 | 1.35835 13000000
1.35810 4000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252775059: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 3000000 | 1.35835 13000000
1.35810 4000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252775059: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 3000000 | 1.35835 13000000
1.35810 7000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252775060: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 3000000 | 1.35835 10000000
1.35810 7000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252775060: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 3000000 | 1.35835 10000000
1.35810 7000000 | 1.35840 3500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252775063: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 3000000 | 1.35835 10000000
1.35810 4000000 | 1.35840 3500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252775064: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 3000000 | 1.35835 10000000
1.35810 4000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252775064: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 3000000 | 1.35835 10000000
1.35810 4000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 4000000
1383252775065: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 3000000 | 1.35835 10000000
1.35810 4000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252775065: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 5000000 | 1.35835 10000000
1.35810 4000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252775065: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 5000000 | 1.35835 10000000
1.35810 2000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252775066: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 5000000 | 1.35835 10000000
1.35810 3000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252775066: Buy Book | Sell Book
1.35820 13860000 | 1.35830 2000000
1.35815 5000000 | 1.35835 10000000
1.35810 3000000 | 1.35840 500000
1.35805 4500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252776525: Buy Book | Sell Book
1.35820 13860000 | 1.35830 5000000
1.35815 5000000 | 1.35835 10000000
1.35810 3000000 | 1.35840 500000
1.35805 4500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252776525: Buy Book | Sell Book
1.35820 13860000 | 1.35830 5000000
1.35815 5000000 | 1.35835 7000000
1.35810 3000000 | 1.35840 500000
1.35805 4500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252778267: Buy Book | Sell Book
1.35820 13860000 | 1.35830 5000000
1.35815 5000000 | 1.35835 7000000
1.35810 2000000 | 1.35840 500000
1.35805 4500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252778267: Buy Book | Sell Book
1.35820 13860000 | 1.35830 5000000
1.35815 5000000 | 1.35835 7000000
1.35810 2000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252778471: Buy Book | Sell Book
1.35820 13860000 | 1.35830 3000000
1.35815 5000000 | 1.35835 7000000
1.35810 2000000 | 1.35840 500000
1.35805 5500000 | 1.35845 1100000
1.35800 121900 | 1.35860 1000000
1383252778472: Buy Book | Sell Book
1.35820 13860000 | 1.35830 3000000
1.35815 5000000 | 1.35835 7000000
1.35810 2000000 | 1.35840 500000
1.35805 5500000 | 1.35845 3100000
1.35800 121900 | 1.35860 1000000
1383252778677: Buy Book | Sell Book
1.35820 13860000 | 1.35830 3000000
1.35815 5000000 | 1.35835 7000000
1.35810 2000000 | 1.35840 860000
1.35805 5500000 | 1.35845 3100000
1.35800 121900 | 1.35860 1000000
1383252778677: Buy Book | Sell Book
1.35820 12860000 | 1.35830 3000000
1.35815 5000000 | 1.35835 7000000
1.35810 2000000 | 1.35840 860000
1.35805 5500000 | 1.35845 3100000
1.35800 121900 | 1.35860 1000000
1383252778680: Buy Book | Sell Book
1.35820 12860000 | 1.35835 7000000
1.35815 5000000 | 1.35835 7000000
1.35810 2000000 | 1.35840 860000
1.35805 5500000 | 1.35845 3100000
1.35800 121900 | 1.35860 1000000
1383252778680: Buy Book | Sell Book
1.35820 12860000 | 1.35835 7000000
1.35815 5000000 | 1.35840 860000
1.35810 2000000 | 1.35840 860000
1.35805 5500000 | 1.35845 3100000
1.35800 121900 | 1.35860 1000000
1383252778681: Buy Book | Sell Book
1.35820 12860000 | 1.35835 7000000
1.35815 5000000 | 1.35840 860000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35845 3100000
1.35800 121900 | 1.35860 1000000
1383252778682: Buy Book | Sell Book
1.35820 12860000 | 1.35835 7000000
1.35815 5000000 | 1.35840 860000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35860 1000000
1.35800 121900 | 1.35860 1000000
1383252778682: Buy Book | Sell Book
1.35820 12860000 | 1.35835 7000000
1.35815 5000000 | 1.35840 860000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35860 1000000
1.35800 121900 | 1.35870 3000000
1383252778683: Buy Book | Sell Book
1.35820 12860000 | 1.35835 7000000
1.35815 8000000 | 1.35840 860000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35860 1000000
1.35800 121900 | 1.35870 3000000
1383252778686: Buy Book | Sell Book
1.35820 12860000 | 1.35835 7000000
1.35815 8000000 | 1.35840 860000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35860 1000000
1.35800 121900 | 0.00000 0
1383252778687: Buy Book | Sell Book
1.35820 12860000 | 1.35835 7000000
1.35815 8000000 | 1.35840 3860000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35860 1000000
1.35800 121900 | 0.00000 0
1383252778687: Buy Book | Sell Book
1.35820 12860000 | 1.35835 7000000
1.35815 8000000 | 1.35840 3860000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35860 1000000
1.35800 1121900 | 0.00000 0
1383252778688: Buy Book | Sell Book
1.35820 12860000 | 1.35835 4000000
1.35815 8000000 | 1.35840 3860000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35860 1000000
1.35800 1121900 | 0.00000 0
1383252778689: Buy Book | Sell Book
1.35820 12860000 | 1.35835 4000000
1.35815 8000000 | 1.35840 6860000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35860 1000000
1.35800 1121900 | 0.00000 0
1383252778689: Buy Book | Sell Book
1.35820 12860000 | 1.35835 4000000
1.35815 8000000 | 1.35840 6645000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35860 1000000
1.35800 1121900 | 0.00000 0
1383252778689: Buy Book | Sell Book
1.35820 14860000 | 1.35835 4000000
1.35815 8000000 | 1.35840 6645000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35860 1000000
1.35800 1121900 | 0.00000 0
1383252778690: Buy Book | Sell Book
1.35820 14860000 | 1.35835 4000000
1.35815 6000000 | 1.35840 6645000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35860 1000000
1.35800 1121900 | 0.00000 0
1383252778690: Buy Book | Sell Book
1.35820 14860000 | 1.35835 4000000
1.35815 6000000 | 1.35840 4645000
1.35810 2000000 | 1.35845 5100000
1.35805 5500000 | 1.35860 1000000
1.35800 1121900 | 0.00000 0
1383252778691: Buy Book | Sell Book
1.35820 14860000 | 1.35835 4000000
1.35815 6000000 | 1.35840 4645000
1.35810 2000000 | 1.35845 7100000
1.35805 5500000 | 1.35860 1000000
1.35800 1121900 | 0.00000 0
1383252778691: Buy Book | Sell Book
1.35825 1000000 | 1.35835 4000000
1.35815 6000000 | 1.35840 4645000
1.35810 2000000 | 1.35845 7100000
1.35805 5500000 | 1.35860 1000000
1.35800 1121900 | 0.00000 0
1383252778691: Buy Book | Sell Book
1.35825 1000000 | 1.35835 4000000
1.35820 13860000 | 1.35840 4645000
1.35810 2000000 | 1.35845 7100000
1.35805 5500000 | 1.35860 1000000
1.35800 1121900 | 0.00000 0
1383252778691: Buy Book | Sell Book
1.35825 1000000 | 1.35835 4000000
1.35820 13860000 | 1.35840 4645000
1.35815 6000000 | 1.35845 7100000
1.35805 5500000 | 1.35860 1000000
1.35800 1121900 | 0.00000 0
1383252778692: Buy Book | Sell Book
1.35825 1000000 | 1.35835 4000000
1.35820 13860000 | 1.35840 4645000
1.35815 6000000 | 1.35845 7100000
1.35810 2000000 | 1.35860 1000000
1.35800 1121900 | 0.00000 0
1383252778692: Buy Book | Sell Book
1.35825 1000000 | 1.35835 4000000
1.35820 13860000 | 1.35840 4645000
1.35815 6000000 | 1.35845 7100000
1.35810 2000000 | 1.35860 1000000
1.35805 5500000 | 0.00000 0
1383252778692: Buy Book | Sell Book
1.35825 1000000 | 1.35835 4000000
1.35820 13860000 | 1.35840 4145000
1.35815 6000000 | 1.35845 7100000
1.35810 2000000 | 1.35860 1000000
1.35805 5500000 | 0.00000 0
1383252778692: Buy Book | Sell Book
1.35825 1000000 | 1.35835 4000000
1.35820 13860000 | 1.35840 4145000
1.35815 6000000 | 1.35845 7600000
1.35810 2000000 | 1.35860 1000000
1.35805 5500000 | 0.00000 0
1383252778881: Buy Book | Sell Book
1.35825 1000000 | 1.35835 4000000
1.35820 13860000 | 1.35840 4000000
1.35815 6000000 | 1.35845 7600000
1.35810 2000000 | 1.35860 1000000
1.35805 5500000 | 0.00000 0
1383252778882: Buy Book | Sell Book
1.35825 1000000 | 1.35835 4000000
1.35820 13860000 | 1.35840 4000000
1.35815 6000000 | 1.35845 7960000
1.35810 2000000 | 1.35860 1000000
1.35805 5500000 | 0.00000 0
1383252778883: Buy Book | Sell Book
1.35825 1000000 | 1.35835 4000000
1.35820 13860000 | 1.35840 4000000
1.35815 7000000 | 1.35845 7960000
1.35810 2000000 | 1.35860 1000000
1.35805 5500000 | 0.00000 0
1383252778883: Buy Book | Sell Book
1.35825 1000000 | 1.35835 4000000
1.35820 13860000 | 1.35840 4000000
1.35815 7000000 | 1.35845 7960000
1.35810 1000000 | 1.35860 1000000
1.35805 5500000 | 0.00000 0
1383252778884: Buy Book | Sell Book
1.35825 1000000 | 1.35835 3000000
1.35820 13860000 | 1.35840 4000000
1.35815 7000000 | 1.35845 7960000
1.35810 1000000 | 1.35860 1000000
1.35805 5500000 | 0.00000 0
1383252778885: Buy Book | Sell Book
1.35825 1000000 | 1.35835 3000000
1.35820 13860000 | 1.35840 5000000
1.35815 7000000 | 1.35845 7960000
1.35810 1000000 | 1.35860 1000000
1.35805 5500000 | 0.00000 0
1383252778885: Buy Book | Sell Book
1.35825 1000000 | 1.35835 3000000
1.35820 13860000 | 1.35840 5000000
1.35815 7000000 | 1.35845 7960000
1.35810 2000000 | 1.35860 1000000
1.35805 5500000 | 0.00000 0
